"beta_out[1]","beta_out[2]","beta_out[3]","beta_out[4]"
0.0814228200416713,0.119490547654893,0.0423235820232111,0.0856141554417234
0.106869774902444,0.106852932556968,0.0436382666236795,0.0761781372361644
0.100888440896519,0.117898589322842,0.0423942808940445,0.0639154680091675
0.23509877866202,0.178233671986315,0.07755358987923,0.08688369822547
0.204937711895108,0.232046115927737,0.072520763750175,0.0807034512466179
0.1797524722152,0.191311921740602,0.0534759809842502,0.0893459876643177
0.133609125731317,0.173355595713926,0.0393136553671929,0.0653177378859925
0.189227008655664,0.231046352457815,0.0592292834548355,0.0663590872884584
0.177582404140007,0.270415399908152,0.057464026731752,0.0588002905882429
0.212935274576441,0.237672783040955,0.0447539599783013,0.0615149342408938
0.137186791774315,0.0988464015628218,0.046114417595071,0.0614189348904454
0.262082265559323,0.1127398531139,0.0745249761998112,0.0616302453182561
0.195493324322766,0.116692337104909,0.0836512398220139,0.0787755863601806
0.142407655762074,0.121231762730062,0.0700238665622648,0.0557824702213252
0.13982864920299,0.121079089452035,0.0518700771391945,0.0747699580668608
0.139134521152138,0.120537628010768,0.0422699710569247,0.0562862346636438
0.128639213073435,0.112545318506249,0.0778289087343213,0.0576789436526033
0.122296269240939,0.218495440854819,0.0494180967403954,0.0721441280939568
0.118676494336644,0.175978048406285,0.108131045063076,0.0712227648212211
0.149033736050763,0.160819570162899,0.0963021466920123,0.108334691926757
0.110152838968518,0.178701702758145,0.0492120087907469,0.117067192068552
0.0927064161175081,0.175304651533361,0.0451104876015941,0.113625338818173
0.120872510186507,0.177463743106395,0.0675424708698565,0.0585699580238088
0.125034791294129,0.17565237401478,0.061232252327951,0.188681505872648
0.142509808139909,0.178311146068129,0.0609007759493215,0.146620708325933
0.127115329770838,0.138358256707849,0.0624041129063607,0.145912142413349
0.097597785733241,0.150452807641577,0.0588792728469586,0.134544793639496
0.135751892450488,0.153893826500187,0.0606224250672511,0.112011257073411
0.134029325570288,0.143444254408071,0.0715190202786097,0.0768444536170352
0.209340051239326,0.129619835653522,0.0735476001998402,0.105466097361119
0.140851974232629,0.15327415077436,0.080737968913807,0.0847032378761745
0.15053322714155,0.110781724580746,0.0985913154023993,0.0919465971219867
0.168624369969361,0.0984559540030039,0.112938775677844,0.125951201272068
0.124091746827274,0.0966855496243659,0.0839257513023941,0.0982776069948431
0.137050892528734,0.12104066440903,0.0678861221800482,0.0838258534805443
0.163820878380403,0.147225824651623,0.0857415220795361,0.0787735187911829
0.107965489855079,0.145799197349194,0.085956944570854,0.0670075541883521
0.148704711030298,0.128311226250445,0.0895022705378375,0.0676798538102038
0.1084456291825,0.159017424614628,0.0776025275659055,0.0599104079894757
0.161520443078951,0.120349278683589,0.0305473221764165,0.0788147447777554
0.117260362695712,0.147211014553787,0.0536794965865883,0.109739413245038
0.157680564448575,0.0980941463734495,0.0513833830430406,0.0532983696513313
0.177570848445365,0.0971913993303517,0.0633119344059821,0.0472248410897213
0.196343528917128,0.122014862231438,0.0699643056537807,0.125696565872451
0.177144224095431,0.101712313011627,0.0542102207532193,0.131427201041675
0.166876501180191,0.12792138873573,0.0617244163033918,0.134003207237907
0.153874211994259,0.101506648808974,0.0795225939762889,0.0932356585294192
0.0959515102350826,0.125463177482175,0.0649137571475417,0.0969177436997012
0.129856434476662,0.125568384452803,0.0763269758437375,0.0720221343463983
0.117060281319336,0.144890904877756,0.0769812172041965,0.110200004684281
0.130605449028885,0.10780273818191,0.103595737717786,0.115460478037266
0.12327499475095,0.161838503827954,0.0589775835619562,0.0714336324892941
0.132469064139894,0.137167958734678,0.0426823672711986,0.0752967048819608
0.17912124607651,0.117440257384322,0.0651601086012816,0.0664722868464144
0.181128244636117,0.106585069406944,0.0686304513840695,0.0570424363677749
0.16020432865596,0.168822812102989,0.0875940617981989,0.0584197819525188
0.181789295574349,0.126438598600294,0.0662824328316229,0.0495922149217063
0.206168756865472,0.110389326111269,0.057507395832486,0.0574279851779276
0.184613863369148,0.112297904907591,0.0617770115971919,0.0638201575077693
0.18670259016574,0.10888912969568,0.074044637064134,0.14974045504998
0.198444097755098,0.0918327679108108,0.0513552229265615,0.124683949816515
0.233677784770464,0.121048309617684,0.0575818269935589,0.121689002878406
0.157918863853326,0.107028752829439,0.0536502575985575,0.120600656720758
0.166911050985507,0.0988429494778693,0.100872979594312,0.139633713213944
0.107865713424483,0.133629178925196,0.0775256311360664,0.160336507441458
0.14066361207654,0.0902863134651394,0.0419603573757266,0.0723468804196735
0.119887235690141,0.0946360887579581,0.0469474562682882,0.0916914978037532
0.0887968479503089,0.106690215719057,0.0325909707034292,0.0710316682153428
0.100205818075555,0.15202577588529,0.0465236510866999,0.113135665825508
0.0693404566034188,0.132377530300459,0.0503291137149066,0.116467203400642
0.113461107990027,0.143482674398174,0.0496620770946208,0.0741998952270032
0.129043151327379,0.137504153734596,0.0893066087833111,0.11478498613724
0.168764882160429,0.120954923339005,0.0816475975185082,0.0781809235353514
0.0890145772294113,0.121845940599672,0.0614363157090777,0.0526053454420731
0.144882321958246,0.102834148731966,0.0572489857419012,0.0922060735824985
0.145992174808714,0.123840868829037,0.0596684589202503,0.0667332408976072
0.234117500408723,0.125467229031486,0.0772169261422827,0.0815109855952679
0.228889569854493,0.128156632561674,0.0729495106874588,0.0680406773074785
0.161941160732137,0.113209526244971,0.0957900590906457,0.0810223211299517
0.189238797216983,0.108052661193075,0.0706827173362805,0.0658487258511809
0.122504958486793,0.0834375490115079,0.0782174290723072,0.0752491777872562
0.158017896128824,0.0872598781078327,0.078798709608829,0.0797507821416998
0.143942925638214,0.106163137520511,0.0854981036270536,0.0737809745615483
0.0968567612690395,0.100378223587322,0.0659010032951872,0.0586010288972746
0.156763539131901,0.109218337887411,0.0630906332527101,0.0466439658799936
0.135753401558932,0.0798252678644368,0.0496120440272109,0.0208290841407186
0.104793971326917,0.0925622737388428,0.0778769941534175,0.0325634742204949
0.20326270454839,0.100834707530831,0.0589244561175652,0.0514438341507294
0.0680664921324743,0.0928053039361775,0.0872227299605012,0.0211535943390372
0.0499685069104667,0.0949641222311148,0.0824577374114134,0.0587956787901583
0.103461316779383,0.140336564798995,0.0512149709696267,0.0752243174140602
0.0908838668722348,0.126660806869864,0.0515180610616925,0.161592258256642
0.0876936797604264,0.119020137032054,0.0700779899378648,0.115195665689132
0.123210106796611,0.153188672930429,0.0458843716563409,0.102667549098826
0.115120544119897,0.14262233345891,0.0393927338240429,0.113406021760019
0.161010067101039,0.10210420751789,0.0578846997029358,0.0815946576365985
0.202873186726248,0.125684892904111,0.0662398204733659,0.0647073891505772
0.164353847042373,0.136577117322734,0.0469174543755139,0.0550203451736011
0.143754241037303,0.151853836482059,0.0506927176672087,0.0674601858926939
0.137824397779815,0.149248825984829,0.0713470046392731,0.0714195996465482
0.171819411268899,0.187335111549188,0.0679252870719813,0.0691750040979071
0.216944708384434,0.193884386914642,0.0619795486546983,0.0767556425974224
0.19769525495828,0.146506658087487,0.044769557706237,0.060784489523504
0.0992283766656815,0.115425479817417,0.0543941629759617,0.076071107283535
0.0720720951138561,0.144454340011861,0.0696320092887112,0.0601684942483491
