"sigma_alpha2"
2.30838004716687
2.02982353138148
1.93524784602004
1.59178720867225
1.78531561432415
2.36806991389407
2.434451746953
3.04552770908994
2.73468067269036
1.66890800415241
1.98050481006188
2.09210779347026
2.01709051611839
1.82940911037955
1.73457488268565
1.83916144508412
1.87526219494037
2.26697490976217
1.32729799947658
1.53512466546362
3.0374493028199
2.06037387122515
1.79223634477126
1.46579880636281
1.4725240173573
1.78792973520967
1.70457986407851
1.7036161073328
1.51684063707958
2.57413630181403
2.38275103520242
1.71024192028609
2.61763375377354
1.96498146802513
2.56264540614833
2.40219029276169
2.04332214461402
1.5335073030494
2.28081274664205
2.74223956877485
2.66976506243832
3.08656054823507
2.89740933325366
2.8135659648829
4.18589795486943
3.26550841230302
3.85060165716454
2.57388605538899
3.15506470154161
2.20528414160588
1.941310784059
2.12331059282502
2.11816255785175
1.50454838457385
1.53423050873958
1.24445785111223
1.13009612127998
1.13395939811083
1.37496977285797
1.44265409516596
1.55221316565939
1.83296154547427
1.48276775422125
2.66639279559695
1.91706721906494
2.07827344584745
2.58986008470185
1.9001344570829
1.54030208326804
1.668880255836
1.75037894541676
2.08614526248229
2.40691957687491
1.69663105730828
2.08419988433825
1.99219726282476
1.64367010889292
1.69422566162528
1.71600192068952
2.25672958124368
1.81575891128692
1.91793800865325
1.63961009161833
2.17084502289775
2.00840914073327
2.60009569414163
2.54475553469949
1.81262698828626
2.12717515509021
1.70806973336974
2.14265457120424
1.73392677216705
2.7809123864689
2.28454552496809
2.22550475637163
1.66554938426595
1.89378110181342
1.61768848733299
1.74369982648226
1.09514697804984
1.36935067565653
1.391693787466
1.71598319007592
0.980368136926282
0.959220658316507
0.989311650512398
0.950851273880695
1.07570950345224
1.16392851460086
1.514873302852
1.43431224807722
1.71173388286566
1.78118562993472
1.4623492335662
1.50743258118446
1.57444320908423
2.71791374303398
3.50332405917156
1.73788172046881
1.63347191880118
2.43599675517211
2.07960623944793
1.74784737224271
2.53836125437577
2.5480576457316
1.94223097806158
1.71240210469378
1.76439313222456
2.28119826627197
2.44877606589555
1.45589471201453
1.87901536464584
1.526365453704
1.20912046957249
1.30749207859069
1.87091247649467
1.56846017037741
1.32503703888329
1.53700735062002
2.07662578544811
1.91503150970734
2.34347648371632
1.83574992724564
1.95875384364288
1.96100128885624
2.25205227041179
2.05843770641169
1.8941297653371
1.80261230593823
1.75855483158835
1.7086801792554
1.65007122104626
1.93569155785445
1.99137342256362
2.62826062697972
1.72942118006699
2.45383270004661
2.27167619822484
2.11652434674048
2.18790947201441
1.91128989175403
2.26683352167437
2.25303084681532
2.10969556140781
1.76443730769318
2.15604681682165
1.69650808980612
1.90211215652519
2.41394978151205
1.49801335912499
2.24597524315175
2.07112923527786
1.53579106839212
1.55912508043047
1.30389433479122
1.84752364792092
1.58614113811083
2.01518816607288
1.83220733097425
1.84434361317168
2.35301053309333
2.04765318973813
2.63205508666678
2.03112507569021
3.7988892944725
3.0102089923703
2.88990261539372
3.17684092259235
2.76807989297458
2.08152395371111
1.7854978283115
2.4195433805514
1.40432681659278
1.51918851006029
1.44627507002487
1.7077646434019
1.82689830611429
1.36742663685565
1.93013119767892
1.72175406339406
1.48438784717219
2.42601865977697
2.3142582890903
1.98320556966362
1.86714747844608
1.82996780392614
1.36362436906676
1.86743356792843
2.25000927053029
1.72559276634813
2.09558357742507
1.82764398167649
1.44596244252284
1.471812762564
1.81642942481963
2.11891335050865
2.25157988496358
1.48153047635251
1.59435080609291
1.70019499816278
1.27679530291433
1.8978541057465
2.16634429240257
1.8429735525008
1.45326188238744
1.59853007098396
1.81304125044006
1.86826062727992
1.62063317719511
1.30649343050095
2.39115400174275
1.60673338512161
1.80695899128479
1.61806119632091
1.87542908245262
2.27869619226669
1.99440608003188
3.3035001236716
2.21808338608339
2.09979897456528
1.95446908564248
2.02257701587178
2.18517978237814
1.99037166790662
2.0849309745174
2.9817950193543
1.58728708373433
1.48896629550026
