"sigma_beta[1]","sigma_beta[2]","sigma_beta[3]","sigma_beta[4]"
2.11327151851556,1.56393591119325,1.1591381346714,1.77157375957517
1.61604874521691,1.38596456910408,1.33927815793491,1.67342589319768
1.04595583417406,1.48542426389918,1.08323456891672,1.67095407954325
1.73729620634099,1.23139663954442,1.59059674688587,1.83994267977016
2.00639165262794,1.11698785559955,1.39277454336669,2.07169187901516
1.51510657048429,1.22350562680359,1.82077427168409,1.65683109437066
1.61520461174802,0.959183041598878,1.25662031864448,2.51509465045857
1.06475928399428,1.38254839751077,1.16026437329802,1.65113117910927
1.12944921000286,1.30215769111629,2.24019802821071,1.66901213476292
1.23140688522514,1.43015040426296,1.60407037925014,1.68278764304621
2.43473076155918,1.3277246352221,1.58250021736404,2.47414459217443
1.47190778650508,1.78630497043924,1.68811661868672,1.6609726526757
1.5646781063022,1.69823736874522,1.76894474407335,1.86078726784542
2.54223499140195,1.55345587683068,1.07402069747349,3.53380977036004
1.37521591212571,1.32767477613521,1.801472964383,2.04644595260557
1.41977846735323,1.5869019160088,1.1852683339664,1.92886147739588
1.228453350015,1.54751294086219,1.29509315122192,2.21722076521833
1.28072545236004,1.86136629912595,1.50942328310902,1.63223747288928
1.59988509115452,1.18707395614221,1.53388085127205,1.80355159867805
1.39969240063464,1.21459460749894,1.58013558833403,1.85035268897148
1.63035650007416,0.944094404304927,1.77921342261793,2.32700572986368
1.4661620808742,1.12276829852775,1.23604079218427,2.61178309166176
1.38011183155072,1.18422629837106,1.97686133982737,2.01872268186251
2.46860255315323,1.31392967736698,1.41617422278006,2.04148550417592
1.46260913385718,1.30384309634675,1.29274073188005,1.30544219184548
1.7749094892573,1.13178526871827,1.14727464304361,1.47100356911977
1.88181483171837,1.18351199403535,0.981548185094012,2.40577742979623
2.31652427021918,1.09559917545305,1.12995338053929,1.61779866804508
2.25394227184085,1.29330169122427,1.38813767897481,1.60945913768328
2.42360828494095,1.16235434928775,1.5901080963108,1.78617276641855
1.8002477514618,1.5796685496573,1.47690472067604,1.82485452082029
1.83017438959015,1.32386932316386,1.29399258302633,1.69531247197472
2.04391472205548,1.43723805803757,1.18107185226833,1.69528931344836
1.59890222499245,1.24994263624855,1.25491042202679,1.57502244890381
1.8010435229329,1.36616030214386,1.43315344874932,1.75700451356674
1.47758808422983,0.888992310722803,1.33388284793245,1.88766867854322
1.2113206661291,1.20371313628159,1.29368469031041,2.99082823977275
1.18185120765141,1.72124050398205,1.24662331142549,1.72911201396756
1.38490947477066,2.42179213050392,1.23070208041157,2.4225044438977
1.24671601911949,1.96753954169388,1.18778746876801,2.59449001116025
1.55456726236356,1.57784027248545,1.45952474736391,1.75307819689268
1.55635393481453,1.32243459865773,1.07273125121226,1.89598103627353
2.1818851645893,1.68465999054961,1.14826393947684,1.87605788567699
1.99703845274835,1.29057953682063,2.29475798679828,2.42426281400644
1.24465110698945,1.20295241892006,1.50414423991172,1.4127490519399
1.53046677476888,1.31905723650178,1.86567762532628,1.32049715807692
1.50119233464349,1.15554761251961,1.95407558971473,1.26018745983567
1.57978499057703,1.1912079922118,2.01184885339907,1.50652338388984
1.57248378638922,1.29026311105154,1.61385224292314,2.06684688559357
2.98308544791688,1.19593114266025,1.75866188112586,1.74985153997988
2.77199287598511,1.32775515354561,1.93631863076918,1.83361106310653
2.83236121892088,1.04264956363231,1.44230723543217,1.70778377186817
1.5221793703876,1.07013547127977,1.38205313614157,1.99172654604493
1.80551240881118,1.07036641670684,1.01357884966482,1.42524040319993
1.84198008062438,1.28409681752343,1.67593848784972,1.61546236872857
