"sigma_alpha"
0.513970562143425
0.515379740333414
0.481228579052296
0.385649028941698
0.419058486515584
0.39248164786133
0.41168946582479
0.500196909435849
0.503681758391618
0.919364988056861
0.41814960592317
0.586531801836597
0.447959001757688
0.49935390623006
0.495084140053936
0.464941458559916
0.410125289531432
0.405380565751719
0.397815676004172
0.449415083894097
0.340041233905169
0.456434819956577
0.445213432440008
0.525539221001605
0.5674486360866
0.513554754517909
0.5380763663387
0.484552124341403
0.439575542875991
0.598564418302408
0.453710419964875
0.410127158961871
0.396731642760488
0.356472644998153
0.332552515221043
0.3665077590527
0.317407451004007
0.424727637249291
0.47488636522767
0.40827790234413
0.374273997607677
0.417749064351802
0.468420716991099
0.466885298217415
0.401307278160727
0.490677406768527
0.463920744672113
0.476157005747902
0.452649445596678
0.45589855109752
0.40600818277173
0.355176485258904
0.325765012042925
0.375431213886923
0.355790873126336
0.423132127862761
0.357076470743496
0.40428125831494
0.415729412412631
0.698439440672631
0.671281095354165
0.528791634772035
0.627371254308522
0.441271202728645
0.398895463321246
0.371965291759759
0.368522061341005
0.470568625048554
0.400537160088231
0.435295627391315
0.395920211270284
0.466752531295714
0.545349558079353
0.334668561605445
0.337526390968411
0.395579380073781
0.456861067328853
0.451427201028808
0.417584516441891
0.41536749997572
0.520211904999484
0.416711205323697
0.448575377707669
0.317829376516382
0.349569077981336
0.421550439378607
0.478866090394528
0.511249214914216
0.493803095721029
0.456727392857586
0.558660491053609
0.403971852522986
0.465579763304412
0.448673055877642
0.469261065389144
0.523652675189605
0.523336749935907
0.408329541148664
0.520114468652307
0.490289738265273
0.597628760030745
0.599890525409711
0.419018142891547
0.480828903757271
0.493422199722611
0.487707826761548
0.467537108217024
0.540530052155084
0.589173430319583
0.485387451837695
0.475954836786353
0.485281299039516
0.48401107943186
0.4808175082477
0.463832639587607
0.507380872599366
0.590193592114386
0.749676518788488
0.459603942029026
0.615564653778343
0.604162773213954
0.433412001113148
0.523006492641838
0.500609835051273
0.457594329686124
0.438834425561196
0.411487665736786
0.409011839217187
0.415950840338221
0.421879505391931
0.498685613730563
0.541932211415571
0.420525896265149
0.519857075358215
0.516226225781045
0.52334293690376
0.483981514767027
0.399392730051736
0.536944488402995
0.483315282724352
0.458862703771116
0.5359746943376
0.496968252374907
0.391181231092884
0.4279783179141
0.443733130219174
0.367869574604583
0.459052537843384
0.524261571257969
0.49064248709318
0.523106972185346
0.545893600968955
0.498467564766869
0.55913339821212
0.509363672209384
0.506950354019655
0.447716012778327
0.48113781347609
0.49611625303081
0.584257920464345
0.610152510691866
0.624130740238763
0.563417296202808
0.465254513628245
0.526557544205005
0.410326907104617
0.516703886964352
0.490580001298198
0.553509286355086
0.485464589732942
0.505342225186018
0.551776618233465
0.64048121963017
0.561541321507047
0.53842234036273
0.554974302363521
0.482358799340217
0.458601996822027
0.629296810369319
0.553675530698869
0.636064800999373
0.547337430251967
0.719450979936052
0.609042720458768
0.544643019791343
0.430628654082779
0.481036218751556
0.456246434493419
0.386838575917553
0.399296218774283
0.368612488197495
0.511028942895642
0.527813451256972
0.497414401809641
0.551187531838239
0.531350467864717
0.438258199660709
0.517670978000599
0.507074115969751
0.441834540892867
0.467224436272463
0.402494942723857
0.409948353000869
0.429158855384465
0.535484675217381
0.49194685570942
0.657661829228887
0.420697610123149
0.425459272923204
0.426024115795431
0.431956796844429
0.402452941344353
0.503091699779576
0.529241021685834
0.409333245099003
0.531344061795421
0.553505074672764
0.528752505892756
0.4131650866904
0.433886241125979
0.455927331817739
0.516425885524816
0.383356471909177
0.418811064604812
0.497259888842644
0.400465865491696
0.392455940047736
0.508755637948445
0.469835195888138
0.470284660894578
0.425421362437908
0.422343421459295
0.506505343713841
0.481811735811276
0.431959021076465
0.511055379397654
0.469151740245651
0.489376468055281
0.43684633565391
0.501713333975256
0.613581082510765
0.472946374475314
0.525855031808085
0.519171559557732
0.401839024392471
0.668497466443718
0.453493310731256
0.394850562302007
0.466360381673214
0.470950118987747
0.497528823374478
0.429775767306904
0.447914572334077
0.378719763342561
0.363158495081035
0.441795453173903
0.372220469781701
0.463547980316039
0.456504386672158
0.53204955863701
0.641565624352655
0.404557325541787
0.385764206365798
0.435875652086286
0.425103789221803
0.430738349955543
0.424817790239187
0.40564305263454
0.538789053344123
0.522358589741915
0.43444910970526
0.437481943339149
0.412410941320885
0.453759954761028
0.451312775583885
0.541121671757392
0.433158534040348
0.428982319613688
0.360284288316773
0.421194122483943
0.430226204377833
0.406002762143669
0.458357958684966
0.401440754000196
0.389151615630429
0.458860532375844
0.523300750603255
0.439160327501659
0.538145776804394
0.410454193818176
0.473200722161646
0.562483140676002
0.488441314610054
0.487206131892556
0.490507274841499
0.479056966439338
0.542675064087017
0.481477036730188
0.480692481246284
0.440710236818666
0.432055626281455
0.406257377765133
0.440574761298222
0.364806975324204
0.490330141646493
0.455540415326389
0.476561186552051
0.853351000962914
0.592983723039096
0.446467313941305
0.489124020580647
0.488112823656783
0.579002462977893
0.560174305341863
0.563326921652444
0.556556407093709
0.431043350158308
0.416473895726184
0.578491085143362
0.435983968316175
0.460522453350832
