"kappa_out[1]","kappa_out[2]","kappa_out[3]","kappa_out[4]"
0.241242349624664,0.384090745282809,0.0831159053459925,0.289684750123951
0.201554247736736,0.333228997007738,0.1412032002154,0.326816757230535
0.141470326499828,0.40002853153613,0.114861292785989,0.278929731280409
0.158950744150607,0.352222552541805,0.160117159920378,0.311487416791644
0.185353923327869,0.401019893266274,0.146805049730533,0.350006372593917
0.273447106025317,0.380453753277236,0.133911896483974,0.294147098360911
0.224368298744549,0.361139993070966,0.140984006115134,0.326185933156898
0.215037306512781,0.354667581411847,0.131702112620671,0.288799309785378
0.122334584691082,0.326696970469928,0.124608100136425,0.28357931002975
0.12838424125988,0.359833107904146,0.0999774011703525,0.267988740602735
0.25087055705563,0.357923273779635,0.118019909802144,0.336445759097879
0.159464904124315,0.339666293073654,0.115416948612176,0.252768971171898
0.154089930072672,0.270885815080736,0.16013727463013,0.280030293178981
0.141113886594511,0.32795015601583,0.150611373924839,0.280253958932971
0.190646121929858,0.291039831944888,0.111652096821926,0.315053177426981
0.19581332028322,0.290057109361325,0.0977423852168249,0.271472684921723
0.180325203103408,0.305334214523262,0.125781886036222,0.30048045124129
0.139479728654609,0.366425250872841,0.128308616760791,0.275887598689528
0.210925491885481,0.332218143852738,0.117187032093074,0.311605442699403
0.164233400567068,0.330190484638502,0.125316532788759,0.341691515111956
0.115083680010579,0.355005078665368,0.132171725908301,0.275816761207712
0.20244212290425,0.361802944672416,0.125565208111438,0.313985802696197
0.201938159813684,0.337318796197189,0.157374623374273,0.322304194375267
0.222953975451051,0.325088783949691,0.17369679006439,0.332599910495412
0.210239189551891,0.399327721490913,0.11535982162267,0.344382177375755
0.226197030178635,0.334461821314233,0.173769065970777,0.334288304615714
0.199685161634734,0.338708297933943,0.153389627070682,0.320771854897142
0.12655812840579,0.368746852484135,0.141995346192967,0.283619959752274
0.140453353676359,0.333307499580646,0.145736711349483,0.296407911052906
0.146468369880436,0.341187310747743,0.155362248192371,0.29994182473706
0.150992090401551,0.381012705112984,0.143555999188389,0.26834696372232
0.13116727335252,0.331747106110207,0.137536652916752,0.293210559888973
0.19141110727073,0.337035064577991,0.117419639071891,0.304310847010259
0.1538851795437,0.411422866203004,0.117724928707256,0.336546327931791
0.157406279812146,0.341461432169768,0.113659339395024,0.243355621977582
0.154607921016175,0.29638239885768,0.168250152060734,0.281853670522418
0.170936445950938,0.347754849545696,0.0973136988277606,0.294609652448348
0.161217165729831,0.330919089371424,0.127481483609475,0.272912944134259
0.236636968446002,0.364542476120024,0.128636169302648,0.352174147168303
0.189621661229934,0.360045022683935,0.138816969122126,0.299049320705887
0.141099167295257,0.342321433652289,0.160724148254123,0.359041409716014
0.159175118423776,0.352485037448993,0.122698163289596,0.303117415150761
0.128948762526442,0.314372967582583,0.144296780118747,0.31718096412295
0.158458004037994,0.310384012872286,0.132221601026245,0.3101953257105
0.156377737226521,0.365807705490119,0.158442483044291,0.25976511223673
0.161156567640774,0.374695962651065,0.149510578987881,0.355797683586723
0.19995344034063,0.325725678075827,0.171370533329875,0.274995326654688
0.181822775519385,0.431312769147971,0.146824100147201,0.342686175435882
0.132380361797219,0.301764397122592,0.0986180384045082,0.248654642838321
0.139216974973696,0.362305875407852,0.120142452658903,0.292299423507413
0.17188718340024,0.317040645166415,0.134102341495456,0.316672411006342
0.199646507673597,0.334148812186187,0.110061639481779,0.329031227574453
0.167290056820963,0.377303657798769,0.131548353416555,0.275207051547556
0.200963885099099,0.381634124901752,0.117080458879382,0.274208855099313
0.209555739280642,0.376938680658018,0.119839376456718,0.275197285183263
0.177093540234928,0.324451857668847,0.154276974937766,0.307070186135907
0.142714966346567,0.338396864812176,0.147200975901523,0.282721273797802
0.140771082710208,0.324996904922267,0.135028971442895,0.269094111732365
0.127196143402779,0.391178825914732,0.110298700262723,0.326774843398848
0.192315212649969,0.307743254147697,0.126248493087352,0.261543650003551
0.202700195628336,0.302414317381641,0.136850511197891,0.248010304053329
0.191116912405926,0.317439698840653,0.1410444045925,0.303020626859866
0.21627147196359,0.386578187026452,0.180899794695097,0.254938494870693
0.134912511724651,0.365717951480633,0.0739073401466916,0.284889279880074
0.181645853762309,0.351422356870008,0.102525056362937,0.25388786583948
0.144468966556594,0.360276913250253,0.16286442553533,0.276899141409745
0.16838490529195,0.362039652487469,0.128591826617306,0.329025160615141
0.172034863991932,0.362723044782588,0.135436660052232,0.333657803469905
0.204667483791094,0.387777682989844,0.12680776137606,0.271530328970419
0.214985772629975,0.378216319889866,0.115602244218012,0.289334286561619
0.125607212918355,0.325305930630925,0.144436396051379,0.313619609589882
0.12056079117475,0.320644908795755,0.143681910161121,0.271113784194573
0.129764616022362,0.340312588717449,0.167991799767326,0.307028199336372
0.162895281992017,0.363252651495065,0.125417217524057,0.28586525271776
0.157617794663032,0.349943059696432,0.128461534821376,0.274619270901992
0.157606444538742,0.305559527318233,0.105684193933548,0.291794594052508
0.171777963799539,0.355744116155464,0.113028283077305,0.272979006565996
0.17115161269101,0.323912484915915,0.10623088337517,0.301507077905415
0.105684313123099,0.333685954622509,0.112992303895551,0.27911703279806
0.125656994441459,0.376823311551996,0.15512512027014,0.275205466133985
0.095702640484915,0.349672421314661,0.104186860806886,0.337387417859598
0.126072952398413,0.322521774373843,0.10608120626123,0.313845729655594
0.187556113017752,0.292141642009982,0.152774910042214,0.268578459496402
0.159745282047803,0.387334643478916,0.13263870226495,0.356046710373494
0.219215441660089,0.395049188528996,0.129512086838199,0.278427438884959
0.223239633462133,0.336693595887308,0.154200086409281,0.303993625951286
0.13524497503519,0.370967687065511,0.126032748401645,0.3175661298542
0.130865402267204,0.379026860625979,0.116596522036722,0.309890737172683
0.122199455913126,0.353496554180881,0.118335280873961,0.338491243077658
0.176476738677961,0.347618195722504,0.13355903765455,0.304536774454538
0.174255512172905,0.361535652445095,0.142163205863535,0.315625878386551
0.150548487068575,0.320939371712984,0.0991886554453254,0.24596990872235
0.185105707164752,0.323875902299955,0.131430499540769,0.295382743419744
0.138441969802447,0.390799809695452,0.107679592521295,0.317416699260804
0.213445792805734,0.350532402688092,0.158113672526765,0.282343023715342
0.187580584018516,0.322255538573621,0.127697881559791,0.312464955603458
0.123689512693839,0.299776083675298,0.142045612601071,0.247238795256306
0.132485782446983,0.321055447581311,0.115107218249224,0.290240136865763
0.214609787993901,0.407078330138804,0.127457413144794,0.340888751295809
0.192585785134204,0.310929905321027,0.153365957738461,0.285148910257788
0.174982893851988,0.359701159509649,0.0981382460724152,0.261321585644807
0.182780302287182,0.29902420770962,0.148723856345649,0.278789752910167
0.151556778562027,0.301305017362639,0.133982660754423,0.267991225883943
0.196457170020264,0.369070703025959,0.125418207482657,0.320163100748948
0.211971534298313,0.366772295599705,0.145762605827034,0.30122451768139
0.149042391926795,0.363992568253808,0.138879163731024,0.324544767025266
0.153534100918637,0.366313890210492,0.141082061495496,0.317085485462971
0.122244029371821,0.346805681268111,0.110918450017507,0.338761153531861
0.113950631610561,0.358605518483981,0.121362999799505,0.276900334282504
0.162480100013144,0.383795254545058,0.134508845214783,0.32387179825224
0.15741517179127,0.374104383083666,0.138680737511559,0.316448517400189
0.114202851347499,0.347716292709921,0.118619296127245,0.340344065032414
0.132076091238526,0.369581934217405,0.12105368655353,0.310610709026081
0.168526653805654,0.355742691373118,0.171343143793358,0.307319176057358
0.232467236065191,0.374353062660326,0.147623398404476,0.256153131263017
0.175103731795893,0.392517185339568,0.139091182835848,0.341395021131748
0.163145914645323,0.294004192332166,0.119974764229626,0.298371430807299
0.170071374797402,0.31809831773343,0.0951639072240473,0.277660838709909
0.17835886669561,0.362605795248928,0.12038564484065,0.258351678086601
0.193031109235478,0.353222895219977,0.116312007987607,0.319162334724185
0.186247327049042,0.365259990751357,0.135213171175167,0.289923362255677
0.124006939482374,0.315029505554904,0.124184369388013,0.334566243993312
0.164636031478234,0.316224107658749,0.121947662641944,0.307458122350304
0.202632030977182,0.30466154960987,0.135259526338853,0.356198829720389
0.141694400268061,0.36327260405151,0.157925266938475,0.241396195040639
0.152120412501965,0.340807863800509,0.121481806813311,0.333677135964645
0.165760400838469,0.304935073346183,0.144660012257174,0.330667414926708
0.168090279210304,0.334095513821661,0.131769463792988,0.338907875368776
0.156621608233617,0.335480394578628,0.152666455004083,0.275671403045364
0.195123286616221,0.333915738861468,0.149470214934675,0.309881163864187
0.133711657618525,0.322700126325294,0.122886265465943,0.280766774995636
0.218180508511401,0.314957422327305,0.14894143223239,0.334620173033084
0.165318156735651,0.389414707620286,0.106818824304807,0.305536961576546
0.165019868575478,0.305030272596448,0.139805459892237,0.30271030064973
0.151879607184149,0.348491623387509,0.121848962119942,0.36245858454138
0.172761740470597,0.347749960506104,0.125582564286133,0.372574413015348
0.155131800152042,0.306031368841339,0.117992203620975,0.308365026215062
0.130242259124377,0.348624938095779,0.114909346306642,0.299971282854557
0.220331946358885,0.383179620149134,0.149980256643238,0.322766961821886
0.17465034068601,0.335439696332442,0.142050952975742,0.29860930368693
0.203652038155124,0.339353304446262,0.161433404040423,0.313320557583669
0.245101116237665,0.397542407457059,0.160865485581246,0.337539131703824
0.194169913332428,0.426699787611857,0.12815498743982,0.316716345294657
0.174598267001486,0.321632002290814,0.161741238490964,0.284999728168144
0.198833707435323,0.314574060965399,0.10651777465162,0.285463895217392
0.19319363233614,0.34263710348734,0.130701555445475,0.313149267817374
