"sigma_kappa[1]","sigma_kappa[2]","sigma_kappa[3]","sigma_kappa[4]"
1.26824097337395,0.822785162507849,2.31149474402263,0.910853896243682
2.11616470798657,0.943873445103906,1.84918484918999,0.96086676157595
2.06841719847068,0.995125209299003,2.45647588362497,1.1127180138111
1.68375512445516,1.05681551706366,2.20750659656369,0.817495776550204
1.44770838453311,1.31880413625804,2.28881384633501,1.29122845029363
1.38264850533266,1.41048080989027,2.15991372866051,1.12490901263354
1.64682748501226,1.09803594664426,2.01739517748021,1.13039553622539
1.67460566012315,1.32708390995064,2.16590393007431,1.10880505052914
1.61378174356829,1.29726482212434,2.12203752872005,1.08339531809746
1.59486964583658,0.956986431752966,2.57519493519778,1.19608194476303
1.7604312810881,0.956313688512956,2.74352214888897,1.50825734577193
1.61959898797956,0.953340753846986,2.25901136632005,1.29641445788638
1.64738896498076,1.14854631685069,3.66776841300888,1.04882285548222
1.87636219425197,0.943135791688251,3.83812895126702,1.05418117865053
2.33753088294144,1.05959363756444,2.89240863928892,1.15310289314948
1.48100111767337,1.11937984552625,3.00398042182765,1.08620468303645
2.13844231978664,0.87266884994161,2.44785818037034,0.869866553741238
2.20295644947964,0.869082280470803,3.72115947896197,0.826277957077956
1.867990838956,0.865049297619556,2.7576087310798,0.977637326790745
2.13442544048811,0.889329110711087,2.67981365076569,0.631154304396486
2.36217997120271,1.54211287836375,4.30463611371978,1.1165636909724
2.3357105555612,1.63265896321745,4.26078991785356,1.0299321639938
1.58891077524567,0.893080231824445,3.12748433939823,1.06519178234861
1.64839432624731,0.898331881230321,2.66658343584894,1.07423194030823
1.24877573896835,1.46350601666105,2.00038559550455,1.02182603006041
1.53774599184889,0.960784411583678,3.21672751376671,0.814622325629091
1.488200297547,0.990612227589067,2.85320837808201,0.776318964818502
1.67378043707322,1.16475066501077,4.18329659582768,0.755431689098773
1.3863128782791,1.18213814923629,4.67943474024182,1.10503185170903
1.36961404685249,1.16656897628955,3.12323468424828,0.951508122029101
1.10756535090277,1.2931299974338,2.3532166681761,0.939074458013929
1.23475286733613,1.1245677979378,2.20571075644549,0.945882372547558
1.54373555096911,1.14886503260907,2.17110466852209,0.824818843377922
1.64029282729692,1.10714884803684,2.47051924407187,1.46387381447971
1.67177368797703,1.00833133809445,2.54146719902049,1.48036153160977
1.4068767439093,1.05763177105127,2.43433920309562,0.879462751656551
1.39498247427711,1.44779640428205,2.67143014380966,0.99458879628155
1.24692277060803,1.04233519889241,1.78929273358579,0.995944178054193
1.39386560580173,1.31432466672987,2.22178654786958,1.03431357470117
1.67697336017143,1.5124326403928,2.14310846395496,0.987709594953209
1.4198834126645,1.07559265154625,2.68095457752265,1.080946378242
1.42223669311822,1.22988881563552,2.69518517643864,0.869027844245827
1.95083797138804,1.02455283108119,1.68593001341533,1.01648166404595
2.71767135816191,1.11342275464521,2.41625505157522,1.15439494131397
2.19850496532313,0.908673804312189,2.60890576173141,1.15982084696561
2.52024005204583,1.20887923227959,2.20341215039431,1.08054176384132
1.62617002692131,1.22880733756026,2.61646288785452,1.06330130217648
1.33069910051358,1.47433292197809,2.33092593104598,1.18855169904271
1.31567195372826,1.31040153227869,2.60152917653516,1.19208541251494
1.76875277314047,1.11575958921224,3.87212791959534,0.977137437044709
1.91582333165562,1.21507540592197,3.23508905601198,1.10393701429456
1.76255976762695,1.23742943621545,3.44299294711283,0.909248581538569
1.50904617114765,0.967009982817392,3.53526109305141,0.781062499709187
1.76676756030442,1.45321981888338,2.34850914711165,1.6401198005107
1.68309862214339,1.10530107550957,2.1821211204951,1.11813178527364
1.46274644722997,1.36878250600978,2.45478746935661,0.988053855213806
1.54433394430703,1.2143184889563,2.08121749710922,1.27009095078409
1.91614781293675,1.18868035254339,2.50214730854705,1.19132250708517
2.27159924707353,1.16223678645893,2.33712103208273,1.28836449286197
1.6433891396414,1.12596523462699,3.15343094471634,1.19396595515906
1.58817346754624,0.999908290743305,2.07284971036776,0.950240689727329
1.38418748343054,1.29534828758875,2.49636285546727,1.02126829677808
1.69448665194421,0.98928738215456,2.15213306843614,1.14395575782051
1.16619495837331,1.16442716366162,2.26824609992135,1.32344983002487
1.31608979190465,1.16884989643808,1.90947485355787,0.951565206877036
1.91867790687752,0.811342303345288,3.2874205708628,1.22559041641133
1.1213984733263,0.731444180951848,2.58261425571295,0.945920256030545
1.7125880062256,0.894833313739457,3.77355013218095,1.09785011351479
1.80553154381229,0.824639904384414,3.72206426335091,1.16458674928838
1.85644499899101,1.02247020272633,2.92731756090862,0.966365298524119
