"","x"
"1",0.828622343974108
"2",0.793294553921058
"3",0.684964286042078
"4",0.876702541946249
"5",0.87946360878509
"6",0.711478312167322
"7",0.811204587379408
"8",0.681515448888213
"9",0.734142415043566
"10",0.872875834130364
"11",0.738460687635911
"12",0.688912810677303
"13",0.842409658288204
"14",0.711421252726238
"15",0.745113110277278
"16",0.851749964654532
"17",0.689511457032691
"18",0.714750765593863
"19",0.792537471955591
"20",0.67325281928235
"21",0.767884641531662
"22",0.793471714261799
"23",0.736036621753457
"24",0.803614214692972
"25",0.749138688318435
"26",0.778782347469796
"27",0.870855806901769
"28",0.65609429637092
"29",0.810711000818849
"30",0.769041710366858
"31",0.804100456957855
"32",0.741265080233355
"33",0.813999038325877
"34",0.806939322407528
"35",0.766426054348803
"36",0.789511490078647
"37",0.802455515803321
"38",0.608891694733875
"39",0.64035427366197
"40",0.865487272894514
"41",0.663666693949784
"42",0.877343015190454
"43",0.883875768161399
"44",0.738918808444933
"45",0.840779928691998
"46",0.787912579521639
"47",0.785636417254014
"48",0.855285801100997
"49",0.709919844039043
"50",0.735179229563652
"51",0.756307916048594
"52",0.818430268009643
"53",0.829515236466396
"54",0.823240767401514
"55",0.843011922246531
"56",0.81695347248171
"57",0.768172156472669
"58",0.773451190325807
"59",0.770061248726935
"60",0.764924676217477
"61",0.653767330837654
"62",0.737421295218392
"63",0.815344695186702
"64",0.710716716155006
"65",0.854532713370193
"66",0.912632946982997
"67",0.651551899282212
"68",0.896585810843647
"69",0.716058509756181
"70",0.843784190144445
"71",0.816102602984758
"72",0.692478384316409
"73",0.89219628950468
"74",0.658657420068559
"75",0.765503378057811
"76",0.743827400433025
"77",0.695120697403965
"78",0.728818342873599
"79",0.779544006838054
"80",0.705727333844682
"81",0.745511049520493
"82",0.756186279322634
"83",0.801587999853268
"84",0.808380847005914
"85",0.763481230912911
"86",0.705079901188191
"87",0.732826422465245
"88",0.723681713238857
"89",0.781781918456771
"90",0.761843134817585
"91",0.732195059957065
"92",0.761117898651878
"93",0.793971138518426
"94",0.819634917579897
"95",0.792172606917921
"96",0.742364433222897
"97",0.855079059506517
"98",0.677387364277099
"99",0.714528509690903
"100",0.691759819850889
"101",0.82854629633627
"102",0.764025720207674
"103",0.688489675558076
"104",0.720247024098233
"105",0.842228103310666
"106",0.67567834997925
"107",0.863620145172082
"108",0.659386281499422
"109",0.765402438634921
"110",0.776062773908699
"111",0.806777943658385
"112",0.695965163849996
"113",0.748675393799978
"114",0.698725159833952
"115",0.743983361353684
"116",0.829534821117747
"117",0.823138133698706
"118",0.822546266942402
"119",0.780917434344041
"120",0.742517861053735
"121",0.918193217407227
"122",0.717745261598119
"123",0.782573462244735
"124",0.773116682433736
"125",0.759126676161873
"126",0.671163049967454
"127",0.695728133014171
"128",0.812845975419148
"129",0.718540942944654
"130",0.695458766261879
"131",0.659181007202071
"132",0.82479636815335
"133",0.851283741709671
"134",0.6975965432243
"135",0.786784443763518
"136",0.729936068376007
"137",0.761585104620625
"138",0.712903795398759
"139",0.868392958208044
"140",0.752475612707052
"141",0.639984930511675
"142",0.872578027882319
"143",0.809652673913092
"144",0.748369827725061
"145",0.716551606585318
"146",0.739390472992255
"147",0.727683556138691
"148",0.821308033369942
"149",0.648456798448664
"150",0.818100171874092
"151",0.766703591960268
"152",0.664165487030048
"153",0.843095007308856
"154",0.717537366256631
"155",0.834943572361094
"156",0.884275356470509
"157",0.899817122305377
"158",0.873262322609202
"159",0.835866669046045
"160",0.877861426957934
"161",0.764169221373962
"162",0.794200009643075
"163",0.786003154701928
"164",0.778769912451626
"165",0.675409790435993
"166",0.6481692098902
"167",0.785860067513332
"168",0.706566199262527
"169",0.868445663827596
"170",0.776228780667467
"171",0.777429937335671
"172",0.926861546116616
"173",0.742273823852132
"174",0.745125643449098
"175",0.682639686295748
"176",0.668532436903958
"177",0.788503213842647
"178",0.787149789266072
"179",0.744295781380838
"180",0.837369768728117
"181",0.753921677169031
"182",0.842684836123024
"183",0.671045344826757
"184",0.895386711172752
"185",0.865261188893119
"186",0.747144526826038
