"alpha_day_out[1]","alpha_day_out[2]","alpha_day_out[3]","alpha_day_out[4]","alpha_day_out[5]","alpha_day_out[6]","alpha_day_out[7]","alpha_day_out[8]","alpha_day_out[9]","alpha_day_out[10]","alpha_day_out[11]","alpha_day_out[12]","alpha_day_out[13]","alpha_day_out[14]","alpha_day_out[15]","alpha_day_out[16]","alpha_day_out[17]","alpha_day_out[18]","alpha_day_out[19]","alpha_day_out[20]","alpha_day_out[21]","alpha_day_out[22]","alpha_day_out[23]","alpha_day_out[24]","alpha_day_out[25]"
1.42673812102036,2.43110280504484,2.17369613843739,2.1810726126963,4.38762121250411,4.12002319430861,1.4357883637012,0.783325958916017,1.92644547773656,2.04120446374451,2.55447869417334,1.65296465468548,3.96674022640255,3.6283305360881,1.52482951964881,2.22254733360304,2.76387295979962,0.828996487866934,1.77038774603584,1.36804345089794,1.31386921371508,1.40018586569792,1.17326621612545,0.576989843980316,1.08395543192771
1.35333808727962,2.16532005575694,2.15634641721744,2.17288747137629,4.15213195198562,3.78639356670428,1.37740395547883,1.2188367998668,1.68145995756402,1.86593604819435,1.81916022544275,1.49330925539249,2.37538746136157,3.45542511511353,1.77423770791258,2.18561539615798,2.41645751338307,0.635273381224128,2.08643511028308,2.37968829268686,0.927256772608303,1.45242293572518,1.15610802582544,0.480136017542784,0.931947885043761
1.14853654677283,3.07844657553025,1.67016050192568,1.45687092690435,3.70699413871573,3.31301108598667,1.2636953765301,0.543143666084843,1.82434091857205,2.30155012212852,2.22530395640443,1.44569259359962,3.43442101464857,3.80044419854005,0.986885889070727,2.19989573720858,2.4479520250276,1.15198850065445,1.86007325852261,1.80467714978097,0.88189700243414,2.08986765895812,1.11397959812538,0.66042174955015,0.966171671968508
1.4443090380659,2.56188670743757,1.70867664424515,1.53407826183373,2.79732375427157,2.65505273573748,1.0027618062072,0.399176886279305,1.21267401839919,1.22103562757204,2.04490010043601,1.36749266536724,3.46191980241622,3.60913736225503,1.19722359027302,2.14603345043637,2.20510343889003,0.892331502639618,1.89204395307229,1.65570924249907,0.837878595398772,1.58969847752677,0.635403749704108,0.595048694060238,0.827240821534679
1.04584049867171,3.02595236050742,1.81236661434524,1.22109417084973,3.64177172888913,3.1322743843315,0.925096027813689,0.652952836793928,1.58932714167456,1.50734640408338,2.06414727636682,1.47646010353034,4.09951749711473,4.63932108845789,1.25748045133789,2.23823491763434,2.45593720009532,0.773572488329835,1.88245189776051,1.3253888750974,0.794070461679511,1.5559328360485,0.902589328629039,0.33582298339237,0.846541627399951
0.893206364726891,2.3031001899978,1.46725065968969,1.68203262163456,2.95500929716865,3.06644867013562,0.610239848010859,0.341148052832484,1.40834044816206,2.08850827638808,1.74420792330255,1.06599300667531,2.71864682870687,4.2836136720025,1.25594391654447,1.96153859961761,2.42439211643941,0.784156468717712,1.36322460534787,1.77752210458946,0.42824029977326,1.53768890198752,0.587876267759406,0.368229120804136,1.12785173444917
0.975105660741234,2.00445088264524,1.23478429460154,1.16323655411604,4.24712396241834,2.8949022407081,1.27778152530458,0.61103629289734,1.49565243429886,1.07634736528652,1.84840213530247,1.37521210896544,2.93547231172426,3.02655372382728,1.29452530317523,2.11100257036472,2.36632595801535,0.600137197648979,2.45155257056411,1.03183735836645,0.679498309618696,1.16898481287266,1.2321856920273,0.321503961135481,1.20734373955168
1.08505485945563,1.99969054528457,0.938477263799562,1.4448688728561,3.32436472615631,2.46442882803509,0.998771035722124,0.404172093193547,1.0608437332853,1.80541353380216,1.4542469178813,1.025864023627,2.55496395042245,2.57303393180201,1.01840847366607,1.65340608401057,2.22931404324185,0.999041117442323,1.9219460909805,1.07538358711406,0.751312615420276,1.38812910644831,0.537689597633154,0.355325131311261,0.721260393365498
0.53993561128096,1.28342096361241,1.22628944208607,0.84015888222089,1.98497612903182,1.73878690172577,0.530210651681638,0.572934430812174,1.52313080373343,0.824000907125178,1.35183661565597,0.811872041306212,1.93534260941798,2.72721882462534,0.821914170172696,1.35168610936707,1.7749829751456,0.511866066269915,1.17692517468837,0.819828347152642,0.319905352714929,1.02440072020386,0.859708266848347,0.271969157586439,0.773856824176155
0.6751698138872,1.88515564064592,1.22925306333294,1.03271782722928,2.40333868021521,2.35852969161954,0.62715174520345,0.506058320662505,1.48433428544355,1.2788406660937,1.45974707674679,0.976488352992911,2.67419396888461,3.47131117597914,1.14629846893941,1.47860895968283,2.37472527729788,0.68327530165881,1.81325929247984,1.05487324465107,0.417259698273019,1.11691564604221,0.96178243783689,0.322255965881587,0.967794218095034
1.04957210472088,3.45610944994393,1.46702236114008,1.75670211521163,2.86894874051666,3.55657084954671,0.808282720923036,0.569139931768557,1.25942914550759,1.37240085945621,2.49637364507983,0.911320761334676,3.47691923660435,3.74585352026225,1.74673412350793,1.66325092102179,3.45909805033235,0.882553128807394,2.98627061556539,1.31351228701509,0.744609038538607,3.28617410772906,0.920485791976783,0.420045651569133,0.860679368060613
