"alpha2_day_out[1]","alpha2_day_out[2]","alpha2_day_out[3]","alpha2_day_out[4]","alpha2_day_out[5]","alpha2_day_out[6]","alpha2_day_out[7]","alpha2_day_out[8]","alpha2_day_out[9]","alpha2_day_out[10]","alpha2_day_out[11]","alpha2_day_out[12]","alpha2_day_out[13]","alpha2_day_out[14]","alpha2_day_out[15]","alpha2_day_out[16]","alpha2_day_out[17]","alpha2_day_out[18]","alpha2_day_out[19]","alpha2_day_out[20]","alpha2_day_out[21]","alpha2_day_out[22]","alpha2_day_out[23]","alpha2_day_out[24]","alpha2_day_out[25]"
0.392339048927459,0.140428356599678,0.043498363325425,0.266362573706569,2.32579165264597,1.90438920881744,0.693178543746199,0.265500080458645,0.351535382950265,0.162489923510113,2.45362417023383e-05,2.62031953734525,0.00124897768133786,1.94265037570251,0.00145105764594419,0.00742500633717437,1.07515830382409,3.40654337088898,0.0388745768472921,0.0154850234099291,0.0180097999798265,4.50309323801491,0.00103040227264017,0.0584128370037872,0.00484770630063065
0.768614189029636,0.0477338697124123,0.0070027395212181,0.506942383647701,1.50017391887297,2.33511657257719,0.366268760593872,0.646603827163189,0.00866989104457584,0.0353045549265352,2.30497894010579e-05,2.72376219203654,0.0204094927962913,1.70710600447368,0.00992777196669396,0.0550613526014329,1.19997303112071,5.68941270881789,0.0150640796773874,0.0476273541506576,0.0559235264008364,3.525807301029,0.00650720354264573,0.0391058719430181,0.0139869876670908
0.500635484161579,0.000554389585764363,0.0211727538958143,0.333416557059332,1.60895175088472,2.43998072016136,0.74143665669458,0.34233054616359,0.00431643928255047,0.232124731101317,0.00297488150810718,3.62688030072042,0.0126046644129655,1.82734765085791,0.238120277522568,0.0306003077547126,1.54941365100972,5.42258611655918,0.0435295053804194,0.0305243404073325,0.0429959681642308,4.51049193611363,0.0102890978624363,0.0158628199059358,0.473444726119752
0.446015850880705,0.00237680595203909,0.0650918106986764,0.324121884312966,1.8006425368291,1.35631876521603,0.424165974484568,0.409879345056946,0.0100016645423276,0.168659714617661,0.00425670259216026,2.70452168971553,0.0116361942307647,1.67813079856482,0.00318723955107663,0.00423191432225523,0.677789726503552,4.57606027572842,0.0037405510367392,0.0189167353291441,0.0151820038792304,3.45860952757426,0.139710777826566,0.0141039130969637,0.0047245361115976
0.755694370761775,0.461521780072275,0.0153985155799345,0.219147156709861,1.00134819531317,2.90681939138765,0.188415032606591,0.275353830709285,0.292784425031199,0.2045117529356,0.0721648366451045,3.0459241134196,0.204130960784369,1.66037616024905,0.114032121500466,0.113477939121817,0.811852747791759,5.54894550995685,0.0920260253529943,0.0539658377940004,0.000646974088427984,3.93964202830154,0.0793909075973068,0.0968167792049965,0.302497897540145
0.40758856439318,0.00696304302893705,0.0761376922614411,0.412258034705837,1.03065879338357,3.20375184193711,0.745356727964152,0.382967938945108,0.014435850881713,0.0734256867421707,0.00464342476291228,2.15991887369773,0.0858848114700449,1.31507169765707,0.0241845508965267,0.00773937408037194,1.08565136010029,4.80890274843327,0.00838726862966078,0.00770982936362441,0.403334638320556,3.31001433698126,0.175893770413648,0.0505173152092628,0.0159661656434672
0.654297661767211,0.121445045998968,0.00298201557691736,0.239734043550325,2.30760590809082,4.62616258071932,0.252043690396998,0.339093515393971,0.0315995565633922,1.13408907371364,0.0339834201985106,2.61072276149286,0.00489000859894636,0.9200461851446,0.0214313637829384,0.0164608849171094,1.04085053077157,7.52733367477999,0.067382788122261,0.0553521349169381,0.000307368691173409,3.68571132483721,0.0216138635700016,0.0733954883766617,0.00109263212250397
0.706055521662488,0.0110099039265873,0.128648843666051,0.167275058959244,1.39318447956007,2.82380681044307,0.328030947718219,0.450812425623087,0.0135760510676894,0.0425475978108267,0.0140402453602975,2.88847080989973,0.375488768792791,2.11484656742651,0.0153516935840729,0.012296555004517,0.885274175506989,2.34173134770448,0.0075349736142227,0.00833766601273827,0.00697764489242762,3.03692477546372,0.595786005872679,0.0011291941745006,0.522814074137331
0.415270997460585,0.252849810306367,0.00132849392781554,0.434786406991213,1.51894845344152,3.05134610819961,0.480831928491569,0.163916391874023,0.0687294280276217,0.568999793055175,0.0144710413241427,3.24167581806294,0.00166163889311525,2.58861862514948,0.0744136650574448,0.044147015607705,0.997032786008907,5.65908541754021,0.013303795138436,0.00988914058397539,0.0778245868233493,3.52938289600209,0.00372634224077749,0.328502034374848,0.00234603844786732
0.436359094726269,0.238959815941828,0.000442583208512509,0.328760577117683,1.45682018409688,2.78253759416481,0.454346810905105,0.144288996033838,0.174556094416198,1.27313018631291,0.00466161445838454,2.88951228388235,0.000804350297842111,1.33758587456304,0.0112643018256544,0.0625443066133259,0.862020519296868,3.70365635331779,0.00530811005631262,0.00959102568777401,0.00819024203532459,5.21170199612385,0.00262621875873297,0.0803212938977174,0.0086177661540697
0.520137121066287,0.0040575761002282,0.0246746573162676,0.343153801604478,1.94960465722596,3.19357045356003,0.288278970294741,0.495278647608717,0.00433027938207537,0.548438592489827,0.0173727784369865,2.29466773855802,0.722772385822037,2.45903314282927,0.0453969383209487,9.42335016505526e-05,1.24271140361736,3.64072715953597,0.000717274437755869,0.00363368484707904,0.00107082512508057,5.82447024934265,0.617688929917467,0.0223836528816319,0.18416254595928
0.296749303242418,0.282061042769477,0.0154578881864752,0.191744303246835,1.24450944572198,2.75697620681023,0.417928891081455,0.101367868465216,0.21182138284369,0.00769219052328673,0.00143271659310077,3.75326295608428,0.00187259820427165,1.50160271120697,0.0016769974097003,0.186645908516478,0.803691297488553,6.83693177668055,0.0862438868026248,0.0489509951827926,0.107718841715881,2.84515186780274,0.00715813556687846,0.050623165098817,0.0128393018508045
0.562813691444483,3.83556480226621e-05,0.00937559455929261,0.335994931016464,1.82637060892056,2.65989242757414,0.793159470774052,0.223731234291696,0.00245867163091165,0.167760666490273,0.0508291649075622,3.39617268298448,0.258872552812036,1.28301536064257,0.061567342189178,9.99065802122379e-06,0.876043967193009,3.97244801365051,6.00322928766792e-06,0.000217591430155034,0.000204690255102306,7.31856898138846,0.400909303899102,0.013277912065207,0.143063715244969
0.42956574042064,1.08355904830793e-05,0.0399939060439601,0.35134451211103,1.86837641190109,2.60538567565306,0.140530967557905,0.416404399029708,0.681145902336869,0.227120123230536,0.00382503812421562,3.60502486896631,0.5499412318673,1.40387341832648,0.00239678721640117,0.000445479487607088,1.27489976431447,7.74763758603153,6.37638502440237e-06,0.040017274790644,4.98524720651529e-05,3.07683008136388,0.0280191371730779,0.0185432880247693,0.00309199271741948
0.444058856783337,0.224800523011861,0.0132358939043037,0.303851383046524,1.45254148955469,1.90980110581034,0.361682645717558,0.307651993999396,0.00192712167463009,0.0100161851542866,0.0353560994447981,3.85836383723197,0.0115399162178768,1.80584195411966,0.00167208382648403,0.14220167091105,0.771488049557016,4.89349281828297,0.172159894626548,0.0180044984034966,0.105562429885072,2.85525411322509,0.0589635971772314,0.0389518425731982,0.0631392743364151
0.523005331821752,0.00864071634891759,0.0457701234985528,0.231477897421903,1.76090709475127,1.69382239266703,0.430667448043146,0.174456479702324,0.00608441178417303,0.0461355518047346,0.00284576810472502,2.39135333943599,0.0463061533536115,2.13169828214468,0.0303551628987285,0.000606589859134719,0.984741465185243,4.36794951706176,0.000130489419991743,0.0309249843914018,0.00353283587564559,4.59711397980221,0.11116873360363,0.0363645861298015,0.039202512686635
0.614407888764216,0.131242300049024,0.0186375987075033,0.457216247757,2.31171696416752,4.44643174219985,0.424097598027328,0.419909484143013,0.289279470231962,1.16186394206187,0.0656097387599323,2.55463878811812,0.0757388878875112,2.55026141791519,0.0185581725279527,0.0336071223005962,0.820754277600518,4.61490371047036,0.196877320667714,0.0117884052375642,0.0859977770893626,3.25977140844082,0.0697342389381698,0.0616125559633016,0.0243271233961721
0.37551393200014,0.00294337317620601,0.0181215405008168,0.363221476035288,1.81948595228205,2.02367688998719,0.609053673540315,0.343376712246963,0.0177209891533268,0.090002520742387,0.00729259612065834,2.32818505524927,0.0977586461605278,2.06563041837837,0.0932206252169192,0.0129179890836188,1.97102377161839,4.00152456600944,0.000684650219053726,0.0271871138587491,0.00556969295005985,3.02498826399465,0.00180234364002395,0.045475439349658,0.211161020200345
0.915602241255212,0.055004851204412,0.0613874646877347,0.321818764811826,1.75323561058745,2.30226681418551,0.401568076942222,0.414569992065521,0.0680208498448195,0.00892168865565309,0.0129939562628431,2.01772698652357,0.000855590554012961,2.43484767222885,0.0117574688045285,0.0111527052400893,1.14975085121896,3.73843895021103,0.232211173837236,0.0377710789800371,0.00670623125631036,2.6364238867389,0.0219245358863611,0.0256558371461869,0.00249274827493762
0.563980516006259,0.0122023532025519,0.027441211735958,0.461134934392544,1.45479979936284,1.8029343367365,0.607924403819558,0.352025459758418,0.0384391527206082,0.182248683476745,0.0145718499311379,2.94418538504519,0.00083905327991166,2.07756730463769,0.134965751334488,0.0430737597113316,1.08629073065326,4.80579172992775,0.00168413709937193,0.020161205234296,0.0610509331714453,3.34171122718958,0.108592564318127,0.00662932957175504,0.0354053676037019
0.543648925492794,0.00886498041484492,0.00305462140350107,0.267175250344526,1.97879522796789,4.02739295781878,0.359091863780409,0.52972034676593,0.0091341412957128,0.940321849913391,0.0148075248982503,3.02800686768196,0.00647482306514436,1.02146942106477,0.0915929007611753,0.10058737998337,1.13217610014638,3.69339319303292,0.00410333317371742,0.0077331356320488,0.00638366067635196,3.83398152768885,0.0164674242257577,0.00140487353244952,0.0239360248190565
0.66551951379739,0.0457749092834204,0.00226966041152559,0.266383979784354,1.68241497125298,1.90308472905713,0.615128905635202,0.528942750952591,0.0118974339104763,0.33049291192638,0.0114348514643878,3.35637942174715,0.160177100360303,2.42242057731356,0.00414238932630229,0.0213577363540148,1.0600947992846,5.09861852276498,0.010335048997189,0.14220414150496,0.018365513617418,3.96227500935833,0.00652347264532115,0.00109469818512872,0.145466635656775
0.423412933029139,0.0711997024842335,0.100043389731307,0.206630461676282,1.76299634626565,4.56265167595438,0.278819559990188,0.280023714424287,0.104979248266451,0.630428603442429,0.0184663079550841,2.53036889325203,0.052844238440734,1.23750051912253,0.175700099110972,0.0335894610831712,0.738261251080609,4.66623783260882,0.00547647933065027,0.000131445934517356,0.0437936284425472,3.93622583266417,0.361759262738284,0.0488063146437369,0.00105040866408222
0.627802523354637,0.0314681154391192,0.00035913093079993,0.22483032535831,1.23559982971701,2.33404439221622,1.20320668506832,0.355423673854767,0.0258527162322751,0.317965253166222,0.00975824134133158,3.01080781424654,0.0126652983628212,1.78191339267276,0.00157285360879592,0.0158676201650944,1.35679856266203,5.53802071717934,0.00948308448425545,0.168209825198702,0.0163015243635976,3.0962547198861,0.00124038728153303,0.0440778459155416,0.0944421480091448
0.507271245582549,0.0110797478895766,0.000530459458093898,0.435993905752052,1.99025962231282,2.28325749181839,0.169259158179666,0.280316758974494,0.0703601869981321,0.198859658458758,0.00344506404817838,1.99032854753947,0.059331298247667,2.01054344168618,0.00603478855136877,0.0411277540306271,1.09458658322912,5.01114034580803,0.00115903748817441,0.00470657075809212,0.0789587214659426,2.88296563467497,0.00116011360805281,0.0198917861887755,0.0954612064363047
0.613942954053795,0.012157879082153,0.000233771749642395,0.472901897288478,1.60153508267191,2.29235543280935,0.1689818396099,0.313099230135871,0.0655636021563476,0.1444985553468,0.00329992992501744,3.03400865999837,0.0238306013937868,2.29521874680207,0.00449500053902779,0.0450655910083155,1.2598116757865,6.5034387784736,0.000587335220469079,0.00329712519699301,0.0748721356311532,2.7990926766162,0.00105515838421196,0.0122550135373469,0.0654156889850673
0.464361464833894,0.0586628960090974,0.0802695275342727,0.2417829779825,1.26062369899178,2.01663201976442,0.832602840530446,0.528271219689785,0.000256903163257809,0.11777427810165,0.00223388973258013,2.83515029360399,0.00274486580978908,1.84434847483913,0.0685441841362991,0.0207050246370247,1.09967955766568,4.78392439948688,0.0679049593719061,0.0144530989149854,0.0109971782962848,3.05141810483932,0.013783344056439,0.104812043189183,0.100156528113267
0.624429641131651,0.00325113832052313,0.00398196221839746,0.371195046512719,1.51946098835319,2.33778080187956,0.297786240977711,0.238116094636328,1.20238479258274,0.169517821461605,0.0135268501800329,3.17654672485894,0.86264408497631,1.51023083578965,0.0306888299516381,0.0114291868663287,1.01301070003557,3.95908313759722,0.0123175604147349,0.104572012276634,0.117509529170621,4.13759318187787,0.0823228423898694,0.0246049059181833,0.0106957130071373
0.31378455364047,0.428450308542699,0.0264901661329078,0.224001964508791,1.80603652443769,2.25290342544625,0.598243177994097,0.311148483794734,0.000315446241524249,0.0605298336530384,0.0136455370742406,3.31768980395433,0.00132594791623861,1.61424651801645,0.0126916667567967,0.0020680299455295,1.3783299455187,5.34240199251507,0.0278295505054855,0.00237364701123091,0.00015370206105393,2.93074420709831,0.0592747533403969,0.106590363838143,0.184459952213578
0.714871978841274,0.00581140452695396,0.0127077290997802,0.461605630036656,1.74651964075669,2.88934419719879,0.56062256128707,0.212045626718856,0.000710827538742876,0.355130471560227,0.049776892236908,3.41844575104951,0.0597264470824652,2.16499822985315,0.0762154814325456,0.00384364246093905,0.898555548215613,5.66668653794384,0.015831555405962,0.0434627251829361,0.00648158578205406,3.50404898937173,0.22010978793512,0.046082597773525,0.00242414339709587
0.629275871144975,0.0128131800999144,0.148352562626549,0.356781565791597,1.6941613047377,2.59633840363577,0.621442735810493,0.290441422517676,0.061240359832147,1.04943669836761,0.0244881520651108,2.65516303563334,0.0421762771835978,1.20520667049605,0.0180153256706037,0.157533842337538,1.18655183189862,4.67634480866177,0.0260001522297895,0.0102672708140549,0.0235036187667671,4.60920600627253,0.0438219792395395,0.104011797977224,0.816626557355589
0.403059936689194,0.00245526581016978,1.37596729459981e-05,0.220572076035897,1.23244817478888,2.75759285118729,0.526588382254638,0.222992393694905,0.042483935893547,0.0119381777608096,0.00758739525028019,4.19729413941436,0.14204683473864,1.43870503114185,0.000526369463728726,0.00010049049912703,1.5254932846474,6.93098983413838,0.00200499098401562,0.117114144538283,0.0549107918043381,3.5907313295423,0.0759701720858864,0.00656756028529993,3.68102105410658e-07
