"","x"
"744",7.97475353629915
"745",8.06826000496986
"746",8.28607196003752
"747",8.15628571728332
"748",8.44425652624987
"749",7.92430966964301
"750",7.97770078835365
"751",7.69223027614519
"752",8.37027073143018
"753",8.20387460287069
"754",8.16423765799492
"755",8.05252264731042
"756",8.06331410804004
"757",8.289749729967
"758",8.06196649730026
"759",8.51719395119533
"760",8.15726263182077
"761",8.17056519983079
"762",7.9136011321319
"763",8.15839266661919
"764",7.95513064597041
"765",7.83865628476871
"766",7.86096986871632
"767",8.5209517476887
"768",8.18517663798623
"769",8.38491860185214
"770",7.70752011514556
"771",8.4268575562194
"772",8.40490319252757
"773",8.08917365019253
"774",7.90256036919883
"775",8.25215624836179
"776",8.4085870039186
"777",8.30217345870579
"778",8.09294883829993
"779",8.15652806530711
"780",8.21733825878631
"781",8.3944647318361
"782",8.23862698540065
"783",8.24688112385173
"784",7.90690126778515
"785",8.03269868028524
"786",8.16755265038048
"787",8.7645493341233
"788",8.51269720823494
"789",8.31958473298805
"790",8.22631174493504
"791",8.26590102410444
"792",8.31216562896979
"793",8.60631422512182
"794",8.65710684104403
"795",8.1755747593111
"796",8.53712162627119
"797",7.96940536511733
"798",8.45663965433175
"799",8.71169611291459
"800",8.76983873089497
"801",8.56110761698392
"802",8.03665350925796
"803",8.09164002158689
"804",8.50267476286744
"805",8.01502643742403
"806",8.82892655011459
"807",8.47115101255681
"808",8.42519287499238
"809",8.01991919846955
"810",8.59710451768237
"811",8.38494741031555
"812",8.06148663413222
"813",8.39684322789078
"814",7.75979788312701
"815",8.22265116246708
"816",8.45659437214027
"817",7.75325811036072
"818",8.43871613760055
"819",7.94909176251395
"820",8.01285622348437
"821",8.14369751449284
"822",8.53041434777416
"823",8.17630318634548
"824",7.93519714694675
"825",8.20679475604499
"826",8.15723356266868
"827",8.44219099092885
"828",7.90311333247185
"829",8.58101886161173
"830",8.59208775129352
"831",8.16123334894272
"832",8.58259330471542
"833",7.77782434963391
"834",8.21982032227784
"835",7.91715661960486
"836",8.47257652760108
"837",8.23924340496724
"838",8.36639220372508
"839",8.3177817830403
"840",8.42473680344687
"841",8.58541381210076
"842",8.44037780933989
"843",8.82969268577245
"844",8.10063759800521
"845",8.76678691402028
"846",8.06359295211648
"847",8.46382374325213
"848",8.0944245945706
"849",8.14496274631259
"850",8.57864091730707
"851",8.00919252056623
"852",8.11104194768521
"853",7.99969491955015
"854",8.62358747028211
"855",8.33220039188668
"856",8.14922815695438
"857",8.43803511057512
"858",8.04474332897724
"859",8.61367327922697
"860",7.67255241102414
"861",7.99905256333099
"862",7.76395285199661
"863",8.45254025175438
"864",8.7652564703138
"865",8.46119311168234
"866",8.4163634544549
"867",8.44571723730721
"868",8.01899447884197
"869",8.42028304692783
"870",7.61353509684555
"871",7.67638372525386
"872",8.40637632599663
"873",8.25699256825455
"874",8.50713402141021
"875",8.22745576734999
"876",8.57252611703821
"877",8.16749568204053
"878",8.20531820497162
"879",7.98518013097186
"880",8.6214960365053
"881",8.67769931444364
"882",7.75779688870197
"883",7.71239571107921
"884",8.28910591945804
"885",7.72338274145621
"886",8.3789216862187
"887",7.893009155033
"888",8.23612697014135
"889",7.58151315608502
"890",8.69742686686747
"891",8.95524628570172
"892",7.69622935109783
"893",8.27508786192445
"894",7.82764155528889
"895",8.02708165228441
"896",9.07934661655602
"897",9.05502152762034
"898",8.33199118262359
"899",8.20504706583486
"900",8.54320885193531
"901",8.48571034744944
"902",8.51133822377033
"903",8.23343312982444
"904",8.20262220309338
"905",8.23021634871918
"906",8.15347367694851
"907",8.38650946689958
"908",8.02813471767432
"909",8.32448460712468
"910",8.5613260321799
"911",8.3044565351351
"912",8.06497147165208
"913",8.22100978891405
"914",8.13624162634314
"915",8.27426840488405
"916",8.0044882590836
"917",8.37523925999687
"918",8.04499089559056
"919",8.39819142792629
"920",8.34260175346557
"921",8.40812200710626
"922",7.87460856464479
"923",8.61567113538217
"924",8.2886044993733
"925",8.46456208984579
"926",8.51349501521588
"927",8.2329366451865
"928",7.99920972345849
"929",8.29327324448609
"930",7.89353727547784
"931",8.04290266994454
"932",8.29370670536168
"933",8.3775496083871
"934",8.16901950623286
"935",8.51902958039242
"936",8.45924223309585
"937",8.19949887911151
"938",8.1651848105205
"939",7.89897402935724
"940",8.8064529613497
"941",8.0997217712102
"942",8.67624969589257
"943",8.19973226129039
"944",8.55065448020155
"945",8.45284535519833
"946",8.63297165184306
"947",7.66928621281072
"948",8.21440856427325
"949",8.10016444863093
"950",8.33862052914045
"951",7.85674176919451
"952",8.10703615992193
"953",7.85935311055138
"954",8.2363974086207
"955",8.26438793516357
"956",8.21619341516441
"957",8.6093524323342
"958",8.53026595193807
"959",8.23700803383383
"960",8.36420040794707
"961",8.20368130204179
"962",8.42228479505403
"963",8.43314481562033
"964",7.89843531251399
"965",8.02652422607039
"966",8.43240042708632
"967",8.39077950699087
"968",8.56747745498217
"969",8.4522897283956
"970",8.71678959184275
"971",8.68528862656978
"972",7.98449517174049
"973",8.37969144932235
"974",8.08906074243839
"975",8.3634933605801
"976",8.12242448451721
"977",8.45152175315021
"978",8.59369180902622
"979",8.55066111811344
"980",8.55533995205898
"981",8.35030466740907
"982",8.41924429073616
"983",8.49887004113608
"984",8.01866738322173
"985",7.94212159478133
"986",8.49621144916553
"987",8.70543250661734
"988",8.10001527034531
"989",8.08015099149366
"990",8.50047211851435
"991",8.43314515195092
"992",8.36902898544066
"993",8.62788047698393
"994",8.68769832080909
"995",8.40939743321004
"996",8.31876815306203
"997",8.21797683605802
"998",8.4069777678377
"999",8.01823490391806
"1000",8.31618291581004
"1001",8.09760567526024
"1002",8.37170369205705
"1003",7.85519783284228
"1004",8.54265735745715
"1005",8.07904977631715
"1006",7.94234923391205
"1007",7.96195046101457
"1008",7.77075221731897
"1009",8.26014108253126
"1010",7.90268631902424
"1011",8.49398947276851
"1012",8.09425186111853
"1013",8.71543216197362
"1014",8.24657171380704
"1015",8.76112423017196
"1016",8.63456894402622
"1017",8.06078470455354
"1018",8.37192874219899
"1019",8.54755345530206
"1020",8.16990902670578
"1021",8.17253258150683
"1022",8.378778824005
"1023",8.286465179945
"1024",7.87649663829286
"1025",7.87144766695646
"1026",8.27231252766298
"1027",8.20369620057084
"1028",8.53677854609417
"1029",8.36745129382258
"1030",8.17653746271923
"1031",8.04076682331685
"1032",8.21223093028839
"1033",7.85615290987052
"1034",8.35459343024759
"1035",8.27291474187773
"1036",8.42975892930603
"1037",8.35370563398584
"1038",7.97530167235726
"1039",8.38886925593201
"1040",8.49358983505623
"1041",8.44532688883793
"1042",8.43322209905351
"1043",8.68018321773437
"1044",7.87711203076498
"1045",7.83278585914013
"1046",7.93153079984933
"1047",7.41328695628009
"1048",8.36662197634819
